Id,SalePrice
1461,117847.87263041451
1462,145123.50130428793
1463,172770.64773739796
1464,181084.16710821653
1465,197841.2264943061
1466,175105.25856314585
1467,177271.70334328886
1468,169717.51052175817
1469,198379.67534499208
1470,117383.60232862
1471,202116.4672429328
1472,94862.60261875614
1473,96021.83736146588
1474,154159.0300335398
1475,120525.9674885656
1476,357457.7255101235
1477,240788.79049537494
1478,302041.88548145554
1479,287734.331115554
1480,488622.5478884539
1481,322218.15470648516
1482,219217.26108937053
1483,175727.22599987825
1484,167307.13624991404
1485,178344.13247289104
1486,197981.76562947585
1487,326621.61100737954
1488,235863.48646908219
1489,191934.2930305622
1490,218970.92282735117
1491,190642.36532031297
1492,100396.65466474115
1493,186277.65753904075
1494,293747.780160016
1495,288176.17799141083
1496,242863.66179718883
1497,197715.67737497957
1498,164504.713243331
1499,165321.920966109
1500,160517.51324846252
1501,173879.0871830357
1502,157439.96145390952
1503,262556.2584439635
1504,242837.09891457422
1505,224715.30706755118
1506,179646.60005618416
1507,241796.4716318678
1508,202199.87121930203
1509,151281.1266006709
1510,145560.39709902962
1511,146117.99359565187
1512,168159.52223736947
1513,149482.9189544587
1514,155979.65229432707
1515,190915.8155931544
1516,146922.86025651568
1517,163385.82291670743
1518,149741.6556295477
1519,210529.0280011725
1520,132501.8713218341
1521,131006.80831858986
1522,167549.74861417717
1523,113109.91052960232
1524,123207.56505913677
1525,115553.02234982264
1526,124506.63464737467
1527,105727.15175016859
1528,132710.22624423532
1529,137041.92302138582
1530,184579.9749556307
1531,118885.09351005814
1532,112645.70333921933
1533,162192.5840110971
1534,119488.50401539404
1535,141778.43925000768
1536,103244.04705524092
1537,72462.80470329989
1538,154448.47288927823
1539,182114.39750276334
1540,108011.01522335324
1541,138159.9266072255
1542,138914.12389435116
1543,207833.22081269845
1544,101599.17577619539
1545,124489.83749762818
1546,138107.83742587146
1547,140560.04887922626
1548,146164.76381737617
1549,120811.98875006032
1550,141869.98341876653
1551,114765.18232612168
1552,130748.56972444385
1553,134910.87419888613
1554,113853.26192318473
1555,174516.4335905797
1556,94074.71602948464
1557,114371.60619444672
1558,99004.9059693476
1559,100708.64515807715
1560,161170.81094417293
1561,140644.26628444047
1562,135978.60822751242
1563,114769.71053795522
1564,169754.9226367971
1565,143491.6498722375
1566,246400.64442067014
1567,81456.3911826452
1568,219557.26605813907
1569,135177.49115721337
1570,143640.52833906427
1571,112101.15597145446
1572,147947.52855019213
1573,232118.6129319311
1574,111530.72762504048
1575,225009.72321255764
1576,206169.33983465546
1577,184773.0959435213
1578,136902.18220563288
1579,144047.19188945802
1580,189743.156279702
1581,147012.311889889
1582,124115.83207098008
1583,293500.4463206457
1584,229044.53095069903
1585,143659.7762054241
1586,64021.20908090742
1587,96691.50956056002
1588,144489.6376773888
1589,100120.74926002264
1590,132845.52279962058
1591,99377.50608284031
1592,121950.1690323645
1593,120977.02808270956
1594,143473.4294103083
1595,114947.93655372532
1596,227644.7050534676
1597,174901.3969376154
1598,198846.3063169916
1599,178095.1614676236
1600,177857.6367972441
1601,54715.72280387355
1602,96684.6267264109
1603,93433.3751236932
1604,302837.4703964256
1605,240101.80940907125
1606,177074.78679910128
1607,179782.20809286664
1608,219373.25661455432
1609,183618.9813867428
1610,150368.87705272745
1611,144256.55077813548
1612,183722.11402038226
1613,165697.6456631355
1614,122662.61103954558
1615,93706.82270263469
1616,83475.81823994292
1617,88125.00891558622
1618,122132.42921263074
1619,141375.8938574717
1620,176464.60106966633
1621,131309.97613449674
1622,140232.90711763277
1623,288917.5740057266
1624,212073.55669164698
1625,116953.61760526075
1626,170966.24484962833
1627,178826.7241116046
1628,268302.7427316734
1629,173045.77893493444
1630,353662.41332562343
1631,222933.84313373582
1632,247799.5175912246
1633,166871.6776180809
1634,190408.85589669424
1635,181431.3857375125
1636,163513.0395350581
1637,181757.06165274142
1638,200152.79782977834
1639,171392.76193060266
1640,257712.25705212468
1641,168737.2795705769
1642,251148.40785990612
1643,236625.49425664244
1644,231290.10722808674
1645,204616.25351945596
1646,152052.28589918156
1647,154492.6521980812
1648,140326.50006726678
1649,144313.77562781138
1650,114168.55421165992
1651,119718.79082868183
1652,99454.6240828393
1653,99907.58658412367
1654,159266.86267587033
1655,154042.40555317866
1656,152203.23074273093
1657,156712.2146690537
1658,158767.3243670135
1659,122770.66742556365
1660,149199.16743356033
1661,447289.5089125906
1662,384985.09450744546
1663,384355.3341316232
1664,503264.03406706307
1665,311371.4018626637
1666,322721.88111994305
1667,363532.5837974619
1668,343504.7638961756
1669,310890.1205185383
1670,345549.09108015767
1671,249507.49123310563
1672,439125.5921825507
1673,289026.8711777327
1674,246859.40359978503
1675,193574.18133870172
1676,204325.86742753556
1677,216315.48728554035
1678,468071.5395699514
1679,378997.8923796264
1680,352340.44871853315
1681,265447.7887693974
1682,298084.473170039
1683,195494.41507499633
1684,180667.54463919657
1685,179469.80549307386
1686,173971.37502134527
1687,176317.69950681124
1688,192314.1038999729
1689,193857.42699176044
1690,190433.3254253063
1691,178284.53617600544
1692,256508.44540287004
1693,171611.03781725187
1694,177705.0544659004
1695,168180.80333545944
1696,254863.63836887717
1697,165868.19565684316
1698,359077.4011624945
1699,336034.2169986804
1700,254351.2821084367
1701,276416.06223565486
1702,254427.13012780098
1703,258216.63614685627
1704,280808.1475544919
1705,233133.75008783175
1706,441745.71647761663
1707,213915.9436628609
1708,204537.17046412817
1709,263680.3847017208
1710,222892.2684059497
1711,258337.42640047395
1712,259601.19475980732
1713,261966.2359522377
1714,222089.9007601982
1715,206806.4157004121
1716,174325.08543394992
1717,171525.15835431308
1718,139322.66438008245
1719,210780.4491882408
1720,237252.7077517756
1721,162464.99862113802
1722,131568.7535248609
1723,155372.69635863212
1724,201720.73499157533
1725,231300.61025267717
1726,179361.45144773196
1727,170304.2147684065
1728,186643.90190970936
1729,165414.42767842815
1730,168176.971384068
1731,122172.26347538248
1732,121369.98503782264
1733,112575.71788334826
1734,122276.03409967585
1735,136130.60511553817
1736,115203.59053971985
1737,343445.9344760816
1738,230976.08676400545
1739,300350.1181716821
1740,227112.4059252141
1741,191609.58765506494
1742,172615.35077376236
1743,179380.25036953558
1744,302380.7824860552
1745,216940.81527757333
1746,207310.9954769238
1747,217752.16006422127
1748,223206.0126285601
1749,161117.6848960579
1750,141114.6308361534
1751,233045.51860020356
1752,117626.7110624118
1753,148168.98793571515
1754,195152.22474041933
1755,164803.34767058867
1756,127215.38060291356
1757,120800.42298417148
1758,143558.08280581606
1759,155363.90303595428
1760,162334.69036571987
1761,152183.73764257328
1762,169604.1638538812
1763,176439.96555529712
1764,122501.32735753013
1765,169351.97666754673
1766,167058.28890962445
1767,201284.1716625601
1768,146743.76015627582
1769,166592.12817503285
1770,148940.06745237578
1771,135373.26476976307
1772,141574.73794455855
1773,136347.84912490816
1774,159976.69947850483
1775,141897.95563371334
1776,111867.81256762196
1777,97608.47077312638
1778,138113.60638232777
1779,116338.15897274406
1780,178004.08617265493
1781,128390.71968672254
1782,85544.78101774237
1783,137442.07654341933
1784,87413.70799240157
1785,121891.44345104057
1786,134887.2631290125
1787,158228.2557726906
1788,67758.67607583731
1789,109526.57561294311
1790,68830.34299327158
1791,199850.39483175383
1792,159771.34476041567
1793,143937.4685986555
1794,149902.23778603534
1795,125903.29069054086
1796,122708.95012164446
1797,129435.5552662044
1798,123024.64358149184
1799,109405.73864519602
1800,127665.55656773402
1801,133652.10893725164
1802,139181.6819765214
1803,148958.85793245726
1804,147810.52616365484
1805,136863.45787129708
1806,123943.30456483198
1807,136826.87041115516
1808,115704.80932492204
1809,115390.8028836939
1810,125191.1133087817
1811,101243.79774699178
1812,95020.68391839218
1813,127358.05877042707
1814,84761.63406134894
1815,57761.62988219847
1816,98648.08929523593
1817,112982.16668030393
1818,158097.11411274466
1819,134218.39351958112
1820,67376.39684138085
1821,103179.13527843932
1822,142363.17168630293
1823,52137.8774175518
1824,136646.03734434722
1825,144582.6069970861
1826,99965.17916454651
1827,104508.44903163481
1828,139237.94349321417
1829,124749.91437418587
1830,134521.93891528618
1831,146596.431789756
1832,110728.5935714566
1833,136435.03173536138
1834,123626.79272620387
1835,129390.0054846425
1836,117631.55393192537
1837,89092.02606404442
1838,128592.18652642386
1839,84004.18854241364
1840,162113.0943472813
1841,150996.53938396755
1842,94087.75253069977
1843,139343.1800370432
1844,134725.79299740217
1845,140722.42853617438
1846,149087.49150282308
1847,167540.0812542094
1848,53100.01081417525
1849,100162.28852239273
1850,121565.44441706505
1851,155196.70613990314
1852,127632.79397774646
1853,145665.9066290755
1854,159129.46433124816
1855,153994.50769100236
1856,218054.73048729167
1857,138170.99483092743
1858,148812.61896809927
1859,123896.47608239141
1860,166099.6978669956
1861,123012.81245362223
1862,316225.02567374735
1863,316225.02567374735
1864,316225.02567374735
1865,327897.50525142235
1866,340702.182165579
1867,236452.4187899758
1868,296010.04822118423
1869,213373.18022924376
1870,220000.8859973768
1871,256937.69822969334
1872,175296.87727440108
1873,238872.5775006109
1874,145828.26042334997
1875,198863.1593308661
1876,193351.04734291858
1877,201530.6630672327
1878,211170.07923062943
1879,116785.38122688205
1880,136586.980054171
1881,233706.54392188587
1882,247454.92218587245
1883,195139.59042016353
1884,205581.61869532213
1885,243115.4842418925
1886,291894.34143207676
1887,205293.5870092673
1888,259741.53887284765
1889,167857.79498843718
1890,115884.41321379082
1891,137471.53576175304
1892,102318.77374560408
1893,127516.9821415104
1894,137855.25051524513
1895,138058.59254465593
1896,117916.26823203545
1897,126189.9298031807
1898,112056.16161509095
1899,156859.53741914296
1900,146908.99764861938
1901,167710.055768192
1902,141650.4258555599
1903,225670.27388566046
1904,150134.859240302
1905,193707.1636188773
1906,173557.23565263985
1907,203978.99088350573
1908,110796.02725513834
1909,147321.857501615
1910,131364.78686866403
1911,203715.65478430068
1912,341347.9811681495
1913,125928.86125479922
1914,60923.20184972675
1915,331489.86620484415
1916,57866.97090106269
